date,value
02-08-2009,$1.09
26-07-2009,$0.99
19-07-2009,$0.94
12-07-2009,$0.88
05-07-2009,$0.84
28-06-2009,$0.93
21-06-2009,$0.89
14-06-2009,$0.74
07-06-2009,$0.93
31-05-2009,$0.95
24-05-2009,$0.93
17-05-2009,$0.96
10-05-2009,$0.94
03-05-2009,$1.06
26-04-2009,$1.14
19-04-2009,$0.90
12-04-2009,$0.85
05-04-2009,$1.14
29-03-2009,$1.18
22-03-2009,$1.04
15-03-2009,$1.10
08-03-2009,$1.44
01-03-2009,$1.36
22-02-2009,$1.71
15-02-2009,$1.93
08-02-2009,$1.86
01-02-2009,$1.74
25-01-2009,$1.37
18-01-2009,$1.30
11-01-2009,$1.60
04-01-2009,$1.53
28-12-2008,$2.45
21-12-2008,$3.40
14-12-2008,$3.24
07-12-2008,$2.64
30-11-2008,$2.42
23-11-2008,$2.27
16-11-2008,$2.34
09-11-2008,$1.87
02-11-2008,$1.19
26-10-2008,$1.13
19-10-2008,$1.34
12-10-2008,$1.27
05-10-2008,$1.05
28-09-2008,$1.04
21-09-2008,$1.01
14-09-2008,$1.05
07-09-2008,$1.05
31-08-2008,$1.03
24-08-2008,$1.04
17-08-2008,$1.19
10-08-2008,$1.33
03-08-2008,$1.19
27-07-2008,$1.10
20-07-2008,$0.97
13-07-2008,$0.89
06-07-2008,$0.89
29-06-2008,$1.05
22-06-2008,$1.01
15-06-2008,$0.99
08-06-2008,$0.95
01-06-2008,$1.07
25-05-2008,$1.17
18-05-2008,$1.22
11-05-2008,$1.21
04-05-2008,$1.16
27-04-2008,$1.18
20-04-2008,$1.15
13-04-2008,$0.95
06-04-2008,$0.77
30-03-2008,$0.86
23-03-2008,$1.01
16-03-2008,$1.50
09-03-2008,$1.69
02-03-2008,$1.61
24-02-2008,$1.61
17-02-2008,$1.61
10-02-2008,$1.83
03-02-2008,$2.89
27-01-2008,$3.05
20-01-2008,$3.41
13-01-2008,$3.19
06-01-2008,$3.30
30-12-2007,$2.61
23-12-2007,$2.61
16-12-2007,$2.46
09-12-2007,$2.49
02-12-2007,$2.48
25-11-2007,$2.23
18-11-2007,$1.99
11-11-2007,$1.81
04-11-2007,$1.60
28-10-2007,$1.77
21-10-2007,$1.81
14-10-2007,$1.56
07-10-2007,$1.20
30-09-2007,$1.12
23-09-2007,$1.06
16-09-2007,$0.93
09-09-2007,$0.99
02-09-2007,$0.96
26-08-2007,$1.05
19-08-2007,$1.32
12-08-2007,$1.24
05-08-2007,$1.04
29-07-2007,$0.81
22-07-2007,$0.68
15-07-2007,$0.69
08-07-2007,$0.76
01-07-2007,$0.91
24-06-2007,$1.05
17-06-2007,$0.96
10-06-2007,$0.89
03-06-2007,$1.02
27-05-2007,$1.02
20-05-2007,$1.19
13-05-2007,$1.61
06-05-2007,$1.55
29-04-2007,$1.45
22-04-2007,$1.23
15-04-2007,$1.07
08-04-2007,$0.96
01-04-2007,$1.26
25-03-2007,$1.99
18-03-2007,$1.75
11-03-2007,$1.68
04-03-2007,$1.78
